distinct_bib,subject,title,itemtype,deweyClass,out_bib
1074154,"Lesbians History Miscellanea","Lesbian lists a look at lesbian culture history and personalities",acbk,306.7663,1074154
1101761,"Gay men United States","Uncommon lives gay men and straight women",acbk,306.73,1101761
1105806,"Children of gay parents United States Family relationships Case studies","Theres something Ive been meaning to tell you",acbk,306.874,1105806
1105806,"Gay parents United States Case studies","Theres something Ive been meaning to tell you",acbk,306.874,1105806
1107433,"Lesbian mothers United States","Politics of the heart a lesbian parenting anthology",acbk,306.8743,1107433
1111471,"Lesbianism United States","restricted country",acbk,306.7663,1111471
1111471,"Lesbians United States Biography","restricted country",acbk,306.7663,1111471
1118589,"Gay military personnel United States History 20th century","Coming out under fire the history of gay men and women in World War Two",acbk,305.90664,1118589
1118589,"Gays in the military United States History 20th century","Coming out under fire the history of gay men and women in World War Two",acbk,305.90664,1118589
1118589,"Gays United States History 20th century","Coming out under fire the history of gay men and women in World War Two",acbk,305.90664,1118589
1118589,"United States Armed Forces Gays History 20th century","Coming out under fire the history of gay men and women in World War Two",acbk,305.90664,1118589
1253674,"Gays Drama","sum of us",acbk,822.914,1253674
1254423,"Homosexuality Fiction","drowning of Stephan Jones",acbk,,1254423
1256646,"Gay men Fiction","beso de la mujer arana",acbk,863,1256646
1257754,"Gays Religious life","Just as I am a practical guide to being out proud and Christian",acbk,208.664,1257754
1257755,"Gay men in literature","Acting gay male homosexuality in modern drama",acbk,813.50935,1257755
1257755,"Gays writings American History and criticism","Acting gay male homosexuality in modern drama",acbk,813.50935,1257755
1257755,"Gays writings English History and criticism","Acting gay male homosexuality in modern drama",acbk,813.50935,1257755
1257755,"Homosexuality and literature History 20th century","Acting gay male homosexuality in modern drama",acbk,813.50935,1257755
1257966,"Gay men Peru Lima Fiction",Sexto,acbk,863,1257966
1258190,"Pemberton Gayle","hottest water in Chicago on family race time and American culture",acbk,,1258190
1262565,"Homosexuality France Paris Fiction","Neons a novel",acbk,,1262565
1264732,"Gay liberation movement United States History","gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664,1264732
1264732,"Gay men United States History","gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664,1264732
1264732,"Gays United States History","gay decades from Stonewall to the present the people and events that shaped gay lives",acbk,305.90664,1264732
1264835,"Gay liberation movement United States History","Making history the struggle for gay and lesbian equal rights 1945 1990 an oral history",acbk,305.90664,1264835
1264835,"Gays United States","Making history the struggle for gay and lesbian equal rights 1945 1990 an oral history",acbk,305.90664,1264835
1270947,"Gay teenagers Drama","Contents under pressure",acbk,812.54,1270947
1272940,"Gay men Fiction","beso de la mujer arana",acbk,863,1272940
1273847,"Gays Crimes against United States","Violence against lesbians and gay men",acbk,362.88,1273847
1274952,"Gay liberation movement United States History","Making trouble essays on gay history politics and the university",acbk,305.90664,1274952
1274952,"Homosexuality and education United States","Making trouble essays on gay history politics and the university",acbk,305.90664,1274952
1274952,"Homosexuality United States","Making trouble essays on gay history politics and the university",acbk,305.90664,1274952
1276842,"Lesbians United States Biography","I dwell in possibility a memoir",acbk,,1276842
1277263,"Lesbians Minnesota Minneapolis Metropolitan Area Fiction","Stage fright a Jane Lawless mystery",acbk,,1277263
1277728,"Lesbians Ontario Toronto Fiction","Legal tender a mystery",acbk,,1277728
1279260,"Gay couples United States Life skills guides","male couples guide finding a man making a home building a life",acbk,305.38966,1279260
1279260,"Gay male couples United States Life skills guides","male couples guide finding a man making a home building a life",acbk,305.38966,1279260
1279422,"Lesbians Tennessee Biography","Locked down a lesbian in prison",acbk,365.43092,1279422
1279566,"Gays United States","Heartlands a gay mans odyssey across America",acbk,305.38966,1279566
1279566,"Homosexuality United States","Heartlands a gay mans odyssey across America",acbk,305.38966,1279566
1279782,"Lesbianism United States History 20th century","Odd girls and twilight lovers a history of lesbian life in twentieth century America",acbk,306.7663,1279782
1279782,"Lesbians United States History 20th century","Odd girls and twilight lovers a history of lesbian life in twentieth century America",acbk,306.7663,1279782
1280287,"Lesbians United States Sexual behavior","Susie Brights sexual reality a virtual sex world reader",acbk,306.70973,1280287
1280582,"Lesbianism United States","Willful virgin essays in feminism 1976 1992",acbk,305.42,1280582
1280591,"Gay men United States Family relationships","Member of the family gay men write about their families",acbk,306.874,1280591
1283230,"Gay men Psychology","secret lore of gardening patterns of male intimacy",acbk,306.7662,1283230
1283230,"Homosexuality Male Psychological aspects","secret lore of gardening patterns of male intimacy",acbk,306.7662,1283230
1283230,"Male homosexuality Psychological aspects","secret lore of gardening patterns of male intimacy",acbk,306.7662,1283230
1284524,"African American gays New York State New York","Paris is burning",acvhs,305.9,1284524
1284524,"Gays New York State New York","Paris is burning",acvhs,305.9,1284524
1285495,"Lesbians Fiction","Living in secret",acbk,,1285495
1285523,"Gay men Drama","Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108,1285523
1285523,"Gays Drama","Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108,1285523
1285523,"Gays writings American","Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108,1285523
1285523,"Lesbians Drama","Tough acts to follow one act plays on the gay Lesbian experience",acbk,812.04108,1285523
1288318,"Lesbianism United States Caricatures and cartoons","Dykes to watch out for the sequel added attraction Serial monogamy a documentary",acbk,305.48966,1288318
1288318,"Lesbians United States Caricatures and cartoons","Dykes to watch out for the sequel added attraction Serial monogamy a documentary",acbk,305.48966,1288318
1288638,"Gay men Biography","queens throat opera homosexuality and the mystery of desire",acbk,782.1092,1288638
1289596,"Lesbian couples","On intimate terms the psychology of difference in lesbian relationships",acbk,306.7663,1289596
1291398,"Gay military personnel","Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866,1291398
1291398,"Gays in the military","Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866,1291398
1291398,"United States Armed Forces Gays","Conduct unbecoming lesbians and gays in the U S military Vietnam to the Persian Gulf",acbk,355.00866,1291398
1293460,"Lesbians United States Biography","Shattered applause the lives of Eva Le Gallienne",acbk,,1293460
1294127,"Closeted gays Fiction","Closet case a novel",acbk,,1294127
1294127,"Gay men Fiction","Closet case a novel",acbk,,1294127
1294185,"Lesbians Fiction","Happy endings are all alike a novel",acbk,,1294185
1294541,"Gay men Fiction","man who understood cats",acbk,,1294541
1295428,"Children of gay parents California San Francisco","Family values two moms and their son",acbk,306.874,1295428
1295428,"Lesbian couples California San Francisco","Family values two moms and their son",acbk,306.874,1295428
1295428,"Lesbian mothers California San Francisco","Family values two moms and their son",acbk,306.874,1295428
1295428,"Lesbians Family relationships","Family values two moms and their son",acbk,306.874,1295428
1295445,"Lesbians New York State Buffalo History 20th century","Boots of leather slippers of gold the history of a lesbian community",acbk,305.48966,1295445
1295445,"Lesbians New York State Buffalo Social conditions","Boots of leather slippers of gold the history of a lesbian community",acbk,305.48966,1295445
1295766,"Lesbians Fiction","Silverlake heat a novel of suspense",acbk,,1295766
1295781,"Lesbian couples United States Biography","Love match Nelson vs Navratilova",acbk,796.34209,1295781
1295817,"Children of gay parents United States","lesbian and gay parenting handbook creating and raising our families",acbk,306.874,1295817
1295817,"Gay parents United States","lesbian and gay parenting handbook creating and raising our families",acbk,306.874,1295817
1295890,"Gay men United States Drama","Millennium approaches",acbk,812.54,1295890
1296130,"Gay liberation movement United States","Queer in America sex the media and the closets of power",acbk,305.90664,1296130
1296130,"Homosexuality Moral and ethical aspects","Queer in America sex the media and the closets of power",acbk,305.90664,1296130
1296139,"African American gays Fiction","Fragments that remain a novel",acbk,,1296139
1296139,"Gay men United States Fiction","Fragments that remain a novel",acbk,,1296139
1296674,"Older lesbians California San Francisco","West Coast crones",acvhs,305.9,1296674
1297417,"Lesbians Fiction","Alma Rose",acbk,,1297417
1299922,"Gay men United States","Lambda gray a practical emotional and spiritual guide for gays and lesbians who are growing older",acbk,306.766,1299922
1299922,"Lesbians United States","Lambda gray a practical emotional and spiritual guide for gays and lesbians who are growing older",acbk,306.766,1299922
1300259,"Gay men New York State New York Attitudes","Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966,1300259
1300259,"Gay men New York State New York Social conditions","Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966,1300259
1300259,"Gay men United States Public opinion","Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966,1300259
1300259,"Gay Mens Health Crisis Inc","Bearing witness Gay Mens Health Crisis and the politics of AIDS",acbk,305.38966,1300259
1300488,"Gay teenagers United States","Children of Horizons how gay and lesbian teens are leading a new way out of the closet",acbk,305.90664,1300488
1301394,"Gay men Fiction","Living upstairs",acbk,,1301394
1301835,"Lesbians Poetry","Poetry of sex lesbians write the erotic",acbk,811.00803,1301835
1301835,"Lesbians writings American","Poetry of sex lesbians write the erotic",acbk,811.00803,1301835
1303155,"Lesbians Fiction","Claire of the moon one womans journey into her sexual identity a novel",acbk,,1303155
1303234,"Gay men Fiction","Such times",acbk,,1303234
1304121,"Gay men New York State New York Fiction","Time remaining",acbk,,1304121
1304520,"Homosexuality Fiction","Real heroes",jcbk,,1304520
