distinct_bib,subject,out_bib,title,itemtype,deweyClass
3160527,"Transgender artists Drama",3160527,"Danish girl",acdvd,
3160527,"Transgender people Drama",3160527,"Danish girl",acdvd,
3161335,"Homosexuality Iraq Fiction",3161335,"God in pink a novel",acbk,
3161364,"Gay men Fiction",3161364,"Not dark yet",acbk,
3161364,"Gay men Fiction",3161364,"Not dark yet a novel",acbk,
3161457,"Gay men Fiction",3161457,"Part parcel",acbk,
3161496,"Gay men Fiction",3161496,"Black Deutschland",acbk,
3161606,"Lesbians New York State New York Drama",3161606,Carol,acdvd,
3162386,"Bisexual women California Los Angeles Drama",3162386,"L WORD SEASON 6 DVD",acdvd,
3162386,"Bisexual women California Los Angeles Drama",3162386,"L word The complete final season",acdvd,
3162386,"Lesbians California Los Angeles Drama",3162386,"L WORD SEASON 6 DVD",acdvd,
3162386,"Lesbians California Los Angeles Drama",3162386,"L word The complete final season",acdvd,
3162387,"Bisexual women California Los Angeles Drama",3162387,"L word Season two",acdvd,
3162387,"Lesbians California Los Angeles Drama",3162387,"L word Season two",acdvd,
3162387,"Lesbians Conduct of life Drama",3162387,"L word Season two",acdvd,
3162450,"COMICS GRAPHIC NOVELS Gay Lesbian",3162450,"Midnighter Volume 1 Out",acbk,741.5973
3162450,"Gay couples Comic books strips etc",3162450,"Midnighter Volume 1 Out",acbk,741.5973
3162450,"Gay heroes Comic books strips etc",3162450,"Midnighter Volume 1 Out",acbk,741.5973
3163192,"Transgender fiction",3163192,Refuse,acbk,
3163192,"Transgender people Fiction",3163192,Refuse,acbk,
3163485,"Gay men Legal status laws etc Great Britain Comic books strips etc",3163485,"imitation game Alan Turing decoded",acbk,741.5973
3163660,"Gay business enterprises",3163660,"Gaming in color",acdvd,794.80866
3163660,"Gay culture",3163660,"Gaming in color",acdvd,794.80866
3163733,"Gay men Comic books strips etc",3163733,"Midnight stranger Volume 1",acbk,741.5952
3163750,"Homosexuality Fiction",3163750,"Away we go",acbk,
3163750,"Homosexuality Juvenile fiction",3163750,"Away we go",acbk,
3163766,"Gays Fiction",3163766,"Highly illogical behavior",acbk,
3163766,"Gays Juvenile fiction",3163766,"Highly illogical behavior",acbk,
3164339,"Bisexuals United States Interviews",3164339,"StoryCorps OutLoud stories from the LGBTQ community gathered by StoryCorps and heard on NPR",accd,306.76609
3164339,"Gays United States Interviews",3164339,"StoryCorps OutLoud stories from the LGBTQ community gathered by StoryCorps and heard on NPR",accd,306.76609
3164339,"Transgender people United States Interviews",3164339,"StoryCorps OutLoud stories from the LGBTQ community gathered by StoryCorps and heard on NPR",accd,306.76609
3164736,"Gay fiction",3164736,"Martin Bauman or A sure thing",acbk,
3164736,"Gay youth Fiction",3164736,"Martin Bauman or A sure thing",acbk,
3164831,"Queer theology",3164831,"Queer virtue what LGBTQ people know about life and love and how it can revitalize Christianity",acbk,230.08664
3164831,"Queer theory",3164831,"Queer virtue what LGBTQ people know about life and love and how it can revitalize Christianity",acbk,230.08664
3164880,"Lesbians Drama",3164880,"Fun home",acbk,812.6
3165056,"Gay men Fiction",3165056,"Blueberry boys",acbk,
3165149,"Transgender youth Fiction",3165149,"I know very well how I got my name a novella",acbk,
3165422,"Lesbian vampires Fiction",3165422,"Gilda stories",acbk,
3165460,"Gay men Fiction",3165460,"Nights in Berlin",acbk,
3166076,"Gay and lesbian studies",3166076,"Rethinking sexism gender and sexuality",acbk,305.3071
3166098,"Gay men Drama",3166098,"Grace and Frankie Season one",acdvd,
3166101,"Gay teenagers Drama",3166101,"Henry Gambles birthday party",acdvd,
3166320,"Gays and sports",3166320,"Fair play how LGBT athletes are claiming their rightful place in sports",acbk,796.08664
3166637,"Gay men Sexual behavior Fiction",3166637,"Gym boys gay erotic stories",acbk,
3167538,"Gay theater",3167538,"Glitter grit queer performance from the Heels on Wheels femme galaxy",acbk,792.08664
3167538,"Gays writings American",3167538,"Glitter grit queer performance from the Heels on Wheels femme galaxy",acbk,792.08664
3167538,"Lesbian theater",3167538,"Glitter grit queer performance from the Heels on Wheels femme galaxy",acbk,792.08664
3167599,"Gay men Biography",3167599,"One of these things first",acbk,
3167599,"Gay men New York State Biography",3167599,"One of these things first",acbk,
3167599,"Jewish gays United States Biography",3167599,"One of these things first",acbk,
3167725,"Gay teenagers Drama",3167725,"Were the world mine",acdvd,
3167725,"Homosexuality Drama",3167725,"Were the world mine",acdvd,
3167731,"Gay teenagers United States Biography",3167731,"gilded razor a memoir",accd,362.29092
3167745,"Gay fathers Fiction",3167745,"family Fletcher takes Rock Island",jcbk,
3167745,"Gay fathers Juvenile fiction",3167745,"family Fletcher takes Rock Island",jcbk,
3167749,"Transgender people Fiction",3167749,"Lily and Dunkin",jcbk,
3167749,"Transgender people Juvenile fiction",3167749,"Lily and Dunkin",jcbk,
3167774,"Gay adoption",3167774,"Journey to same sex parenthood firsthand advice tips and stories from lesbian and gay couples",acbk,306.874
3167774,"Gay parents",3167774,"Journey to same sex parenthood firsthand advice tips and stories from lesbian and gay couples",acbk,306.874
3167774,"Gay parents Anecdotes",3167774,"Journey to same sex parenthood firsthand advice tips and stories from lesbian and gay couples",acbk,306.874
3167774,"Lesbian couples as parents",3167774,"Journey to same sex parenthood firsthand advice tips and stories from lesbian and gay couples",acbk,306.874
3167795,"Gay men Drama",3167795,"Eisenstein in Guanajuato",acdvd,
3167835,"Lesbian teenagers Juvenile fiction",3167835,"South of Sunshine",acbk,
3167844,"Gays Fiction",3167844,"Draw the line",acbk,
3167844,"Gays Juvenile fiction",3167844,"Draw the line",acbk,
3167858,"Transgender people Fiction",3167858,"art of being normal",acbk,
3167858,"Transgender people Juvenile fiction",3167858,"art of being normal",acbk,
3167859,"Lesbians Fiction",3167859,"Juliet takes a breath",acbk,
3170360,"Gay and lesbian studies",3170360,"Homintern how gay culture liberated the modern world",acbk,306.766
3170360,"Gay men History",3170360,"Homintern how gay culture liberated the modern world",acbk,306.766
3170360,"Homosexuality History",3170360,"Homintern how gay culture liberated the modern world",acbk,306.766
3170360,"Lesbians History",3170360,"Homintern how gay culture liberated the modern world",acbk,306.766
3170372,"Children of gay parents",3170372,"Gay fathers their children and the making of kinship",acbk,306.8742
3170372,"Gay fathers",3170372,"Gay fathers their children and the making of kinship",acbk,306.8742
3170372,"Gay fathers Family relationships",3170372,"Gay fathers their children and the making of kinship",acbk,306.8742
3170374,"Transgender people Poetry",3170374,"Impersonation poems 2004 2014",acbk,811.6
3170376,"Homosexuality Political aspects China",3170376,"Queer Marxism in two Chinas",acbk,306.7601
3170376,"Queer theory China",3170376,"Queer Marxism in two Chinas",acbk,306.7601
3170377,"Gay liberation movement Namibia Foreign influences",3170377,"Namibias Rainbow Project gay rights in an African nation",acbk,323.3264
3170377,"Gay rights Namibia",3170377,"Namibias Rainbow Project gay rights in an African nation",acbk,323.3264
3170380,"Gay men Iran Biography",3170380,"Exiled for love the journey of an Iranian queer activist",acbk,306.7662
3170380,"Gay rights Iran",3170380,"Exiled for love the journey of an Iranian queer activist",acbk,306.7662
3170381,"African American gays",3170381,"taste for brown bodies gay modernity and cosmopolitan desire",acbk,306.7662
3170381,"Gay men",3170381,"taste for brown bodies gay modernity and cosmopolitan desire",acbk,306.7662
3170381,"Gays in popular culture",3170381,"taste for brown bodies gay modernity and cosmopolitan desire",acbk,306.7662
3170381,"Minority gays",3170381,"taste for brown bodies gay modernity and cosmopolitan desire",acbk,306.7662
3170383,"Gay and lesbian studies",3170383,"Out of the closet into the archives researching sexual histories",acbk,306.766
3170383,"Gays History Sources",3170383,"Out of the closet into the archives researching sexual histories",acbk,306.766
3170383,"Gays Research",3170383,"Out of the closet into the archives researching sexual histories",acbk,306.766
3170387,"Transgender people Poetry",3170387,"Why dust shall never settle upon this soul poems",acbk,811.6
3170389,"Gay men Poetry",3170389,"Angel Park",acbk,811.6
3170389,"Gay poets United States",3170389,"Angel Park",acbk,811.6
3170390,"African American gay men Identity",3170390,"What color is your hoodie essays on black gay identity",acbk,306.7662
3170390,"Gay community",3170390,"What color is your hoodie essays on black gay identity",acbk,306.7662
3170391,"Lesbians United States Biography",3170391,"Fading scars my queer disability history",acbk,362.4092
3170392,"Gay men United States Biography",3170392,"Until my heart stops intimate writings",acbk,813.54
3170393,"Transgender youth Biography",3170393,"Hiding in plain sight",acbk,306.76808
3170394,"Transgender people Family relationships Drama",3170394,"Hir a play",acbk,812.6
3170395,"American poetry Lesbian authors",3170395,"Everybodys bread poetry",acbk,811.6
3170395,"Mexican American lesbians Poetry",3170395,"Everybodys bread poetry",acbk,811.6
3170399,"Homosexuality Religious aspects Christianity",3170399,"Letter to My Congregation an evangelical pastors path to embracing people who are gay lesbian and transgender in the company of Jesus",acbk,261.8357
3170525,"Lesbians Legal status laws etc Drama",3170525,"Love Alone",acbk,812.6
3170526,"Lesbian couples Drama",3170526,"Bright half life",acbk,812.6
3170526,"Lesbians Drama",3170526,"Bright half life",acbk,812.6
3170660,"Gay men Fiction",3170660,"boys on the mountain",acbk,
3170661,"Gay men Illinois Chicago Fiction",3170661,"Boystown 6 From the ashes",acbk,
3170661,"Gay private investigators Fiction",3170661,"Boystown 6 From the ashes",acbk,
3170662,"Lesbians Fiction",3170662,"chameleons tale",acbk,
3170663,"Gay private investigators Fiction",3170663,"Cheap as beasts",acbk,
3170665,"Lesbians Fiction",3170665,"Dians ghost",acbk,
3170666,"Lesbians Fiction",3170666,"Full circle",acbk,
3170667,"Lesbians Fiction",3170667,"Heart of the game",acbk,
3170668,"Lesbians Fiction",3170668,"Illicit artifacts",acbk,
3170670,"Lesbians Fiction",3170670,Infiltration,acbk,
3170671,"Intersex people Fiction",3170671,"Lum a novel",acbk,
3170672,"Lesbians Fiction",3170672,"Making a comeback",acbk,
3170673,"Lesbians Fiction",3170673,Muse,acbk,
3170675,"Lesbians Fiction",3170675,"No good reason",acbk,
3170676,"Lesbians Fiction",3170676,"Ordinary mayhem",acbk,
3170677,"Lesbians Fiction",3170677,renegade,acbk,
3170678,"Lesbians Fiction",3170678,"return to arms",acbk,
3170679,"Gay men Fiction",3170679,"Something like stories Volume one",acbk,
3170679,"Gay youth Fiction",3170679,"Something like stories Volume one",acbk,
3170681,"Lesbians Fiction",3170681,"ThÃ¢Â€ÂšrÃ…Â se and Isabelle",acbk,
3170681,"Lesbians Fiction",3170681,"ThÃƒÂ©rÃƒÂ¨se and Isabelle",acbk,
3170685,"Gay men Fiction",3170685,Yes,acbk,
3170687,"Gay men Illinois Chicago Fiction",3170687,"Boystown 7 bloodlines",acbk,
3170687,"Gay private investigators Fiction",3170687,"Boystown 7 bloodlines",acbk,
3170688,"Gay men Fiction",3170688,"Do U",acbk,
3170689,"Gay men Fiction",3170689,"Murder and mayhem",acbk,
3170690,"Lesbians Fiction",3170690,"Wonder City stories",acbk,
3170760,"Transgender people Identity Fiction",3170760,"Sergio Y",acbk,
3170762,"Lesbians Fiction",3170762,"Built to last",acbk,
3170779,"Lesbians Fiction",3170779,Caphenon,acbk,
3170781,"Gay men Fiction",3170781,Down,acbk,
3170782,"Gay men Fiction",3170782,"Grave desires",acbk,
3170783,"Gay men Fiction",3170783,"His steadfast love and other stories a collection",acbk,
3170784,"Lesbians Fiction",3170784,Minotaur,acbk,
3170785,"Gay men Fiction",3170785,Misfits,acbk,
3170786,"Lesbians Fiction",3170786,"red files",acbk,
3170787,"Lesbians Fiction",3170787,"Relatively Rainey a Rainey Bell thriller",acbk,
3170788,"Homosexuality Fiction",3170788,Sacrati,acbk,
3170790,"Lesbians Fiction",3170790,"tattered heiress",acbk,
3170791,"Transgender fiction",3170791,"Tiny pieces of skull or A lesson in manners",acbk,
3170791,"Transgender people Fiction",3170791,"Tiny pieces of skull or A lesson in manners",acbk,
3170792,"Gay military personnel Fiction",3170792,"When skies have fallen",acbk,
3170793,"Gay teenagers Fiction",3170793,"love like blood",acbk,
3170794,"Gays Fiction",3170794,"pride of poppies modern GLBTQI fiction of the Great War",acbk,
3170794,"Transgender fiction",3170794,"pride of poppies modern GLBTQI fiction of the Great War",acbk,
3170794,"Transgender people Fiction",3170794,"pride of poppies modern GLBTQI fiction of the Great War",acbk,
3170795,"Lesbians Fiction",3170795,"Life is wonderful people are terrific",acbk,
3170885,"Transgender people Fiction",3170885,"If I was your girl",acbk,
3170885,"Transgender youth Juvenile fiction",3170885,"If I was your girl",acbk,
3170942,Bisexuals,3170942,"Queer la guÃƒÂ­a LGBT para adolescentes",acbk,306.76
3170942,Bisexuals,3170942,"Queer la guÃ‚Â¡a LGBT para adolescentes",acbk,306.76
3170942,Gays,3170942,"Queer la guÃƒÂ­a LGBT para adolescentes",acbk,306.76
3170942,Gays,3170942,"Queer la guÃ‚Â¡a LGBT para adolescentes",acbk,306.76
