distinct_bib,subject,out_bib,title,itemtype,deweyClass
3618976,"Lesbian couples Fiction",3618976,"last place you look",acbk,
3618976,"Lesbian fiction",3618976,"last place you look",acbk,
3618976,"Lesbians Fiction",3618976,"last place you look",acbk,
3618980,"Gay fiction",3618980,"Better than people",acbk,
3618980,"Gay men Fiction",3618980,"Better than people",acbk,
3619048,"Gay men United States Biography",3619048,"I have something to tell you a memoir",acbk,977.289
3619735,"Lesbian fiction",3619735,"Written in the stars a novel",acbk,
3619735,"Lesbian fiction",3619735,"Written in the stars a novel",pkbknh,
3619735,"Lesbians Fiction",3619735,"Written in the stars a novel",acbk,
3619735,"Lesbians Fiction",3619735,"Written in the stars a novel",pkbknh,
3620224,"Closeted gays Fiction",3620224,"knockout queen",acbk,
3620224,"Gay fiction",3620224,"knockout queen",acbk,
3620693,"Lesbians Fiction",3620693,"Burning roses",acbk,
3622191,"Gay fiction",3622191,"Swimming in the dark a novel",accd,
3622191,"Gay youth Poland Fiction",3622191,"Swimming in the dark a novel",accd,
3622206,"Gay teenagers Juvenile fiction",3622206,"AristÃƒÂ³teles y Dante descubren los secretos del universo",acbk,
3622206,"Homosexuality Juvenile fiction",3622206,"AristÃƒÂ³teles y Dante descubren los secretos del universo",acbk,
3622213,"Lesbians Fiction",3622213,"SÃƒÂ­ si es contigo",acbk,
3622515,"Transgender people Fiction",3622515,"four profound weaves",acbk,
3622535,"Lesbian teenagers Juvenile fiction",3622535,"Each of us a desert",acbk,
3622535,"Lesbians Fiction",3622535,"Each of us a desert",acbk,
3622602,"Gay men Biography",3622602,"Filthy beasts a memoir",acbk,306.87092
3622619,"Gay fiction",3622619,"prophets a novel",acbk,
3622619,"Gay fiction",3622619,"prophets a novel",pkbknh,
3622619,"Gay men Black United States Fiction",3622619,"prophets a novel",acbk,
3622619,"Gay men Black United States Fiction",3622619,"prophets a novel",pkbknh,
3623277,"Lesbians Fiction",3623277,"Plain bad heroines a novel",acbk,
3623285,"Lesbians Middle West Biography",3623285,"Tomboyland essays",acbk,306.7663
3623298,"Gay teenagers Fiction",3623298,"Fence striking distance an original novel",acbk,
3623298,"Gays Fiction",3623298,"Fence striking distance an original novel",acbk,
3623303,"Lesbian fiction",3623303,Ruinsong,acbk,
3623303,"Lesbians Fiction",3623303,Ruinsong,acbk,
3623303,"Lesbians Juvenile fiction",3623303,Ruinsong,acbk,
3623310,"Gay teenagers Fiction",3623310,"Be dazzled",acbk,
3623310,"Gays Fiction",3623310,"Be dazzled",acbk,
3623313,"Gay teenagers Juvenile fiction",3623313,"Game changer",acbk,
3624346,"Gay rights United States History",3624346,"deviants war the homosexual vs the United States of America",acbk,306.76609
3624346,"Gays Legal status laws etc United States",3624346,"deviants war the homosexual vs the United States of America",acbk,306.76609
3624346,"Gays United States Biography",3624346,"deviants war the homosexual vs the United States of America",acbk,306.76609
3625064,"Lesbian couples Fiction",3625064,"Polar vortex",acbk,
3625064,"Lesbian fiction",3625064,"Polar vortex",acbk,
3625064,"Lesbians Fiction",3625064,"Polar vortex",acbk,
3625656,"Gay fiction",3625656,"These violent delights a novel",acbk,
3625656,"Gay men Fiction",3625656,"These violent delights a novel",acbk,
3626669,"Lesbian fiction",3626669,"Hairpin curves",acbk,
3626669,"Lesbians Fiction",3626669,"Hairpin curves",acbk,
3627588,"Lesbian actresses United States Biography",3627588,"Lady Romeo the radical and revolutionary life of Charlotte Cushman Americas first celebrity",acbk,792.02809
3627608,"Transgender children",3627608,"Found in transition a mothers evolution during her childs gender change",acbk,306.8743
3627710,"Bisexuality Juvenile fiction",3627710,"Wayward witch",acbk,
3628413,"Gays Juvenile fiction",3628413,"As far as youll take me",acbk,
3628429,"Lesbian bars Juvenile fiction",3628429,"Last night at the Telegraph Club",acbk,
3628429,"Lesbians Juvenile fiction",3628429,"Last night at the Telegraph Club",acbk,
3628489,"Gay men Fiction",3628489,"Skyland a diary",acbk,
3628497,"Gay fiction",3628497,"Just like that",acbk,
3628497,"Gay men Fiction",3628497,"Just like that",acbk,
3628497,"Gay teachers Fiction",3628497,"Just like that",acbk,
3628527,"Gay men Fiction",3628527,"Fire on the island a romantic thriller",acbk,
3628781,"Gay fiction",3628781,"Honey girl",acbk,
3628781,"Lesbians Fiction",3628781,"Honey girl",acbk,
3628826,"Lesbian fiction",3628826,"They say Sarah",acbk,
3628826,"Lesbians Fiction",3628826,"They say Sarah",acbk,
3628828,"Gay fiction",3628828,Wolf,acbk,
3628886,"Gay bars California Los Angeles History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Gay bars California Los Angeles History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Gay bars California San Francisco History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Gay bars California San Francisco History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Gay bars England London History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Gay bars England London History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality California Los Angeles History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality California Los Angeles History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality California San Francisco History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality California San Francisco History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality England London History 20th century",3628886,"Gay bar why we went out",acbk,306.766
3628886,"Homosexuality England London History 21st century",3628886,"Gay bar why we went out",acbk,306.766
3629081,"Lesbian teenagers Fiction",3629081,"good girls",acbk,
3629088,"Transgender people Fiction",3629088,"Sasha Masha",acbk,
3629088,"Transgender people Juvenile fiction",3629088,"Sasha Masha",acbk,
3629160,"Gay men United States Biography",3629160,"Hola Papi how to come out in a Walmart parking lot and other life lessons",accd,305.38966
3629510,"Gay men Oklahoma Biography",3629510,"Hola Papi how to come out in a Walmart parking lot and other life lessons",acbk,306.7662
3629510,"Gay men United States Biography",3629510,"Hola Papi how to come out in a Walmart parking lot and other life lessons",acbk,306.7662
3629657,"African American gay men",3629657,"Black boy out of time a memoir",acbk,306.7662
3629657,"African American gay men Biography",3629657,"Black boy out of time a memoir",acbk,306.7662
3629657,"Gays Identity",3629657,"Black boy out of time a memoir",acbk,306.7662
3629682,"Gay artists France Biography",3629682,"Art is a tyrant the unconventional life of Rosa Bonheur",acbk,759.4
3629733,"Gay fiction",3629733,"ocean without a shore a novel",acbk,
3629733,"Gay men Fiction",3629733,"ocean without a shore a novel",acbk,
3629740,"Lesbians Fiction",3629740,"Coyote blues",acbk,
3629762,"Lesbians Fiction",3629762,Olivia,acbk,
3629891,"Gay comics",3629891,"If I could reach you 5",acbk,741.5952
3629891,"Lesbian teenagers Comic books strips etc",3629891,"If I could reach you 5",acbk,741.5952
3629936,"Children of gay parents Comic books strips etc",3629936,"Nubia Real one",acbk,741.5973
3629943,"Gays Identity",3629943,"queer advantage conversations with LGBTQ leaders on the power of identity",acbk,306.76
3629943,"Gays Interviews",3629943,"queer advantage conversations with LGBTQ leaders on the power of identity",acbk,306.76
3629979,"Lesbians Fiction",3629979,"Vagablonde a novel",acbk,
3629985,"Lesbian fiction",3629985,"last days of Autumn",acbk,
3629985,"Lesbians Fiction",3629985,"last days of Autumn",acbk,
3630363,"Lesbians Fiction",3630363,"tree and the vine",acbk,
3630366,"African American gay men Fiction",3630366,"Of mice and minestrone Hap and Leonard the early years",acbk,
3630392,"Lesbians United States Biography",3630392,"Devils lusts and strange desires the life of Patricia Highsmith",acbk,
3630951,"Gay fiction",3630951,"Honey girl a novel",accd,
3630951,"Lesbians Fiction",3630951,"Honey girl a novel",accd,
3630955,"Lesbian fiction",3630955,"Milk fed a novel",accd,
3630955,"Lesbians Fiction",3630955,"Milk fed a novel",accd,
3631402,"Gay men Fiction",3631402,"sweet taste of muscadines a novel",acbk,
3631566,"Lesbian teenagers Juvenile fiction",NULL,NULL,NULL,NULL
3631670,"Gay fiction",3631670,"Hideaway Inn",acbk,
3631670,"Gay men Pennsylvania New Hope Fiction",3631670,"Hideaway Inn",acbk,
3631671,"Lesbians Fiction",3631671,"girl next door",acbk,
3631687,"Gay men United States Biography",3631687,"Films of endearment a mother a son and the 80s films that defined us",acbk,791.43019
3631704,"Gay artists California Los Angeles Interviews",3631704,"We are here visionaries of color transforming the art world",acbk,704.03009
3631704,"Gay artists New York State New York Interviews",3631704,"We are here visionaries of color transforming the art world",acbk,704.03009
3631704,"Transgender artists Interviews",3631704,"We are here visionaries of color transforming the art world",acbk,704.03009
3631737,"Gay actors United States Anecdotes",3631737,"How yall doing misadventures and mischief from a life well lived",acbk,
3631739,"Lesbians United States Biography",3631739,"Leaving isnt the hardest thing essays",acbk,814.6
3636536,"Genderqueer comics",3636536,"Girl haven",jcbk,
3636591,"Bisexual women Fiction",3636591,"Starling days",acbk,
3636617,"Transgender children Juvenile literature",3636617,"Born ready the true story of a boy named Penelope",jcbk,306.76809
3636617,"Transgender people Juvenile literature",3636617,"Born ready the true story of a boy named Penelope",jcbk,306.76809
3636732,"African American gay men Biography",3636732,"Punch me up to the gods",acbk,306.7662
3636764,"Lesbian comics",3636764,"tropical fish yearns for snow 6",acbk,741.5952
3636764,"Lesbian comics",3636764,"tropical fish yearns for snow Vol 6",acbk,741.5952
3637259,"Gay couples Fiction",3637259,Memorial,acbk,
3637482,"Lesbians Drama",3637482,Ammonite,acdvd,
3637517,"Transgender people Family relationships",3637517,"Markie in Milwaukee",acdvd,306.76809
3637517,"Transgender people Identity",3637517,"Markie in Milwaukee",acdvd,306.76809
3637760,"Lesbian fiction",3637760,"real thing",acbk,
3637760,"Lesbians Fiction",3637760,"real thing",acbk,
3637843,"Gay fiction",3637843,"I will be okay a novel",acbk,
3637843,"Gay teenagers Juvenile fiction",3637843,"I will be okay a novel",acbk,
3637843,"Young gay men Juvenile fiction",3637843,"I will be okay a novel",acbk,
3637851,"Bisexuality Fiction",3637851,"Storm the earth the shatter the sky duology",acbk,
3637851,"Bisexuality Juvenile fiction",3637851,"Storm the earth the shatter the sky duology",acbk,
3637851,"Lesbian teenagers Juvenile fiction",3637851,"Storm the earth the shatter the sky duology",acbk,
3637854,"Bisexual teenagers Juvenile fiction",3637854,"We three",acbk,
3637854,"Bisexuality Juvenile fiction",3637854,"We three",acbk,
3637855,"Transgender people Juvenile fiction",3637855,"What makes you beautiful",acbk,
3637856,"Bisexual teenagers Juvenile fiction",3637856,"You dont live here",acbk,
3638831,"Minority transgender women United States Biography Juvenile literature",3638831,"Sylvia and Marsha start a revolution the story of the trans women of color who made LGBTQ history",jcbk,306.768
3638831,"Transgender women United States Biography Juvenile literature",3638831,"Sylvia and Marsha start a revolution the story of the trans women of color who made LGBTQ history",jcbk,306.768
3639063,"Gay comics",3639063,"Given Volume 4",acbk,741.5952
3639063,"Gay men Japan Comic books strips etc",3639063,"Given Volume 4",acbk,741.5952
3639074,"Lesbian comics",3639074,"tropical fish yearns for snow Vol 5",acbk,741.5952
3639085,"Gay athletes Comic books strips etc",3639085,"Kill a man",acbk,741.5973
3639143,"Lesbian fiction",3639143,"Juliet respira profundo",acbk,863
3639143,"Lesbians Juvenile fiction",3639143,"Juliet respira profundo",acbk,863
3639157,"Lesbian fiction",3639157,"Amora stories",acbk,
3639198,"Gay men United States Biography",3639198,"All the young men a memoir of love AIDS and chosen family in the American South",acbk,362.19697
3639217,"Transgender fiction",3639217,"country for dying a novel",acbk,
3639644,"Gay men Iraq Biography",3639644,"Im in Seattle where are you a memoir",acbk,892.787
3639653,"Gay fathers",3639653,"Three dads and a baby adventures in modern parenting",acbk,306.87408
3639653,"Gay parents",3639653,"Three dads and a baby adventures in modern parenting",acbk,306.87408
3639821,"Lesbian mothers Juvenile fiction",3639821,"Abby tried and true",jcbk,
3639851,"Lesbians Fiction",3639851,"price of Cash",acbk,
3639883,"Lesbians Fiction",3639883,"Cash Braddock",acbk,
3640005,"Closeted gays Fiction",3640005,"piano student",acbk,
3640005,"Gay fiction",3640005,"piano student",acbk,
3640005,"Gay men Fiction",3640005,"piano student",acbk,
3640010,"Lesbian fiction",3640010,"adventures of China Iron",acbk,
3640010,"Lesbians Fiction",3640010,"adventures of China Iron",acbk,
3640545,"Christian transgender people Family relationships",3640545,"As a woman what I learned about power sex and the patriarchy after I transitioned",acbk,306.768
3640571,"Lesbians Fiction",3640571,"Milk fed a novel",acbk,
3640678,"Lesbian fiction",3640678,"Fireheart tiger",acbk,
3640678,"Lesbians Fiction",3640678,"Fireheart tiger",acbk,
3640683,"Lesbian fiction",3640683,"U up",acbk,
3640683,"Lesbians Fiction",3640683,"U up",acbk,
3641132,"Bisexual women Fiction",3641132,"Its been a pleasure Noni Blake",acbk,
3641209,"Gay fiction",3641209,"Lone stars",acbk,
3641209,"Gay men Fiction",3641209,"Lone stars",acbk,
3641213,"Gay men Fiction",3641213,"100 boyfriends",acbk,
3641413,"Gays Fiction",3641413,"Winters orbit",acbk,
3641430,"Transgender people Fiction",3641430,"Detransition baby a novel",acbk,
3641430,"Transgender women Fiction",3641430,"Detransition baby a novel",acbk,
3641684,"Gay fiction",3641684,Peaces,acbk,
3641684,"Gay men Fiction",3641684,Peaces,acbk,
3641769,"Gay couples Legal status laws etc United States Popular works",3641769,"legal guide for lesbian and gay couples",acbk,346.73016
3641769,"Lesbian couples Legal status laws etc United States Popular works",3641769,"legal guide for lesbian and gay couples",acbk,346.73016
3641842,"Gay culture Fiction",3641842,"Lets get back to the party",acbk,
3641842,"Gay fiction",3641842,"Lets get back to the party",acbk,
3641842,"Gay men Fiction",3641842,"Lets get back to the party",acbk,
3641845,"Transgender men Family relationships",3641845,"Irreversible damage the transgender craze seducing our daughters",acbk,306.768
3641845,"Transgender people Identity",3641845,"Irreversible damage the transgender craze seducing our daughters",acbk,306.768
3641871,"Lesbians Fiction",3641871,"We play ourselves a novel",acbk,
3642031,"Lesbians Juvenile fiction",3642031,"deepest breath",jcbk,
3642052,"Queer comics",3642052,"What you dont know a story of liberated childhood",jcbk,
3642286,"Transgender men United States Biography",3642286,"Handsome stories of an awkward girl boy human",acbk,920.72
3642286,"Transgender youth United States Biography",3642286,"Handsome stories of an awkward girl boy human",acbk,920.72
3642406,"Gay teenagers Juvenile fiction",3642406,"Boy meets hamster",acbk,
3642406,"Gay youth Juvenile fiction",3642406,"Boy meets hamster",acbk,
3642410,"Lesbian teenagers Juvenile fiction",3642410,"Firekeepers daughter",acbk,
3642411,"Bisexual teenagers Juvenile fiction",3642411,"Follow your arrow",acbk,
3642411,"Lesbian teenagers Juvenile fiction",3642411,"Follow your arrow",acbk,
3642416,"Gay teenagers Juvenile fiction",3642416,"Infinity reaper",acbk,
3642461,"Lesbian comics",3642461,"Patience Esther an Edwardian romance",acbk,741.5973
3642461,"Lesbian couples England History 20th century Comic books strips etc",3642461,"Patience Esther an Edwardian romance",acbk,741.5973
3642524,"Lesbians United States Biography",3642524,"All in an autobiography",acbk,796.34209
3642665,"African American lesbians Literary collections",3642665,"Mouths of rain an anthology of Black lesbian thought",acbk,810.80896
3642665,"African American lesbians Social conditions",3642665,"Mouths of rain an anthology of Black lesbian thought",acbk,810.80896
3642665,"Lesbians writings American",3642665,"Mouths of rain an anthology of Black lesbian thought",acbk,810.80896
3642803,"Gay fiction",3642803,"Lava red feather blue",acbk,
3642803,"Gay men Fiction",3642803,"Lava red feather blue",acbk,
3664038,"Gay couples",3664038,"Twilight man love and ruin in the shadows of Hollywood and the Clark empire",acbk,306.7662
3664038,"Gay couples California Los Angeles Biography",3664038,"Twilight man love and ruin in the shadows of Hollywood and the Clark empire",acbk,306.7662
3664038,"Gay men",3664038,"Twilight man love and ruin in the shadows of Hollywood and the Clark empire",acbk,306.7662
3664038,"Gay men United States Biography",3664038,"Twilight man love and ruin in the shadows of Hollywood and the Clark empire",acbk,306.7662
3664679,"Transgender women Fiction",3664679,"By way of sorrow",acbk,
3664694,"Transgender people Fiction",3664694,"Trans galactic bike ride feminist bicycle science fiction stories of transgender and nonbinary adventurers",acbk,
3664724,"Lesbian fiction",3664724,"Knit purl a baby and a girl",acbk,
3664724,"Lesbians Fiction",3664724,"Knit purl a baby and a girl",acbk,
3664955,"Gay fiction",3664955,"beautiful things shoppe",acbk,
3664955,"Gay men Fiction",3664955,"beautiful things shoppe",acbk,
3664955,"Gay men Pennsylvania New Hope Fiction",3664955,"beautiful things shoppe",acbk,
3665281,"Gay teenagers Fiction",3665281,"Kate in waiting",acbk,
3665284,"Lesbian teenagers Fiction",3665284,"She drives me crazy",acbk,
3665284,"Lesbians Juvenile fiction",3665284,"She drives me crazy",acbk,
3665317,"Gay athletes United States Biography",3665317,"Singled out the true story of Glenn Burke",acbk,796.35709
3665317,"Gay athletes United States Biography Juvenile literature",3665317,"Singled out the true story of Glenn Burke",acbk,796.35709
3665355,"African American gay men",3665355,"United States of grace a memoir of homelessness addiction incarceration and hope",acbk,261.83
3665355,"African American gay men Biography",3665355,"United States of grace a memoir of homelessness addiction incarceration and hope",acbk,261.83
3665379,"Genderqueer comics",3665379,"hazards of love Book 1 Bright world",acbk,741.5973
3665380,"African American lesbians Biography Comic books strips etc",3665380,"Im a wild seed",acbk,306.7663
3665380,"Queer comics",3665380,"Im a wild seed",acbk,306.7663
3665418,"Transgender fiction",3665418,Birthday,acbk,
3665418,"Transgender women Fiction",3665418,Birthday,acbk,
3665471,"Gays Fiction",3665471,"Tale of the Shadow King",jcbk,
3665471,"Gays Juvenile fiction",3665471,"Tale of the Shadow King",jcbk,
3665574,"Bisexual youth Juvenile fiction",3665574,"girls Ive been",acbk,
3665574,"Bisexuality Fiction",3665574,"girls Ive been",acbk,
3665594,"Lesbian comics",3665594,"Princeless Raven the pirate princess Year three Book nine The black fort and the golden queen",acbk,741.5973
3665594,"Lesbians Comic books strips etc",3665594,"Princeless Raven the pirate princess Year three Book nine The black fort and the golden queen",acbk,741.5973
3665781,"Gay activists Georgia Atlanta Biography",3665781,"night at the Sweet Gum Head drag drugs disco and Atlantas gay revolution",acbk,306.76609
3665781,"Gay culture Georgia Atlanta History 20th century",3665781,"night at the Sweet Gum Head drag drugs disco and Atlantas gay revolution",acbk,306.76609
3665781,"Gay liberation movement Georgia Atlanta History 20th century",3665781,"night at the Sweet Gum Head drag drugs disco and Atlantas gay revolution",acbk,306.76609
3665781,"Gays Georgia Atlanta Biography",3665781,"night at the Sweet Gum Head drag drugs disco and Atlantas gay revolution",acbk,306.76609
3665781,"Gays Georgia Atlanta Social conditions 20th century",3665781,"night at the Sweet Gum Head drag drugs disco and Atlantas gay revolution",acbk,306.76609
3665792,"Lesbians United States Biography",3665792,Untamed,acbk,306.893
3665921,"Transgender people Fiction",3665921,"Between perfect and real",acbk,
3666332,"Children of transgender parents Juvenile literature",NULL,NULL,NULL,NULL
3666332,"Transgender parents Juvenile literature",NULL,NULL,NULL,NULL
3666334,"Gays Biography Juvenile literature",3666334,"No way they were gay hidden lives and secret loves",acbk,306.76609
3666334,"Gays Identity Juvenile literature",3666334,"No way they were gay hidden lives and secret loves",acbk,306.76609
3666344,"Gay comics",3666344,"Given Volume 2",acbk,741.5952
3666344,"Gay men Japan Comic books strips etc",3666344,"Given Volume 2",acbk,741.5952
3666345,"Gay men Japan Comic books strips etc",3666345,"Given Volume 5",acbk,741.5952
3666350,"Transgender women Comic books strips etc",3666350,"My life in transition a super late bloomer collection",acbk,306.76809
3666450,"Bisexuals Fiction",3666450,"Glitter ashes queer tales of a world that wouldnt die",acbk,
3666450,"Gay fiction",3666450,"Glitter ashes queer tales of a world that wouldnt die",acbk,
3666450,"Gays Fiction",3666450,"Glitter ashes queer tales of a world that wouldnt die",acbk,
3666450,"Lesbian fiction",3666450,"Glitter ashes queer tales of a world that wouldnt die",acbk,
3666450,"Lesbians Fiction",3666450,"Glitter ashes queer tales of a world that wouldnt die",acbk,
3666497,"Gay fiction",3666497,"Best laid plans",acbk,
3666497,"Gay men Fiction",3666497,"Best laid plans",acbk,
3666567,"Gay teenagers Drama",3666567,Pariah,acdvd,
3666567,"Lesbians Black United States Drama",3666567,Pariah,acdvd,
3666575,"Lesbian films",3666575,"world to come",acdvd,
3666575,"Lesbians Drama",3666575,"world to come",acdvd,
3666740,"Bisexual women Fiction",3666740,councillor,acbk,
3666785,"Gay fiction",3666785,"Stick the landing",acbk,
3666785,"Gay men Fiction",3666785,"Stick the landing",acbk,
3666796,"Gay men Fiction",3666796,"guncle a novel",acbk,
3666796,"Gay men Fiction",3666796,"guncle a novel",pkbknh,
3667576,"African American gay men Biography",3667576,"Punch me up to the gods a memoir",accd,306.7662
3667617,"Transgender people Fiction",3667617,"Sam is my sister",jcbk,
3667617,"Transgender people Juvenile fiction",3667617,"Sam is my sister",jcbk,
3667688,"Gay teenagers Fiction",3667688,"Sky blues",acbk,
3667688,"Gays Fiction",3667688,"Sky blues",acbk,
3667688,"Gays Juvenile fiction",3667688,"Sky blues",acbk,
3667691,"Gay fiction",3667691,"summer of everything a novel",acbk,
3667691,"Gay men Fiction",3667691,"summer of everything a novel",acbk,
3667691,"Gay men Juvenile fiction",3667691,"summer of everything a novel",acbk,
3667691,"Gay teenagers Fiction",3667691,"summer of everything a novel",acbk,
3667692,"Lesbian teenagers Fiction",3667692,"Sweet bitter magic",acbk,
3667797,"Lesbian fiction",3667797,Permafrost,acbk,
3667797,"Lesbians Fiction",3667797,Permafrost,acbk,
3668172,"Gay rights Comic books strips etc",3668172,"Our work is everywhere an illustrated oral history of queer trans resistance",acbk,323.3264
3668172,"Gays Political activity Comic books strips etc",3668172,"Our work is everywhere an illustrated oral history of queer trans resistance",acbk,323.3264
3668172,"Transgender people Political activity Comic books strips etc",3668172,"Our work is everywhere an illustrated oral history of queer trans resistance",acbk,323.3264
3668180,"Gay comics",3668180,"Stone fruit",acbk,741.5973
3668180,"Lesbian couples Comic books strips etc",3668180,"Stone fruit",acbk,741.5973
3668195,"Gay men United States Biography",3668195,"signifyin works of Marlon Riggs",acdvd,306.7662
3668195,"Homosexuality United States",3668195,"signifyin works of Marlon Riggs",acdvd,306.7662
3668562,"Gay teenagers Fiction",3668562,"Thanks a lot Universe",jcbk,
3668562,"Gay teenagers Juvenile fiction",3668562,"Thanks a lot Universe",jcbk,
3668665,"Gay men Germany East Fiction",3668665,"recent east",acbk,
3669127,"Gay men Crimes against New York State",3669127,"Last call a true story of love lust and murder in queer New York",acbk,364.15232
3669182,"Gay fathers Fiction",3669182,"Adventures with my daddies",jcbk,
3669182,"Gay fathers Juvenile fiction",3669182,"Adventures with my daddies",jcbk,
3669417,"Gay couples Juvenile fiction",3669417,"Roger and Matthew",jcbk,
3669423,"Lesbian fiction",3669423,"Love is for losers",acbk,
3669423,"Lesbian teenagers Fiction",3669423,"Love is for losers",acbk,
3669424,"Bisexual teenagers Fiction",3669424,"Perfect on paper",acbk,
3669424,"Bisexuality Fiction",3669424,"Perfect on paper",acbk,
3669424,"Bisexuality Juvenile fiction",3669424,"Perfect on paper",acbk,
3669456,"Lesbian teenagers Fiction",3669456,"curse of roses",acbk,
3669456,"Lesbians Fiction",3669456,"curse of roses",acbk,
3669484,"Bisexual teenagers Fiction",3669484,"mirror season",acbk,
3669484,"Bisexuality Fiction",3669484,"mirror season",acbk,
3669484,"Bisexuality Juvenile fiction",3669484,"mirror season",acbk,
3670751,"Gay comics",3670751,"Coyote Volume 3",acbk,741.5952
3670752,"Lesbian fiction",3670752,"Night tide",acbk,
3670752,"Lesbians Fiction",3670752,"Night tide",acbk,
3671426,"Lesbian fiction",3671426,"I think I love you",acbk,
3671426,"Lesbian teenagers Fiction",3671426,"I think I love you",acbk,
3671426,"Lesbians Fiction",3671426,"I think I love you",acbk,
3671426,"Lesbians Juvenile fiction",3671426,"I think I love you",acbk,
3671452,"Gay immigrants United States Biography",3671452,"Pedros theory reimagining the promised land",acbk,973.04687
3671452,"Gay men United States Biography",3671452,"Pedros theory reimagining the promised land",acbk,973.04687
3671499,"Lesbians Fiction",3671499,"Shes too pretty to burn",acbk,
3671499,"Lesbians Juvenile fiction",3671499,"Shes too pretty to burn",acbk,
3671513,"Lesbians United States Biography",3671513,"daring life and dangerous times of Eve Adams",acbk,306.7663
3671516,Lesbianism,3671516,"ex girlfriend of my ex girlfriend is my girlfriend advice on queer dating love and friendship",acbk,306.76
3671516,"Lesbians Life skills guides",3671516,"ex girlfriend of my ex girlfriend is my girlfriend advice on queer dating love and friendship",acbk,306.76
3671568,"Lesbian couples Comic books strips etc",3671568,"Scarlet 2",acbk,741.5952
3671568,"Lesbians Comic books strips etc",3671568,"Scarlet 2",acbk,741.5952
3671603,"Lesbian comics",3671603,"Red rock baby candy",acbk,306.7663
3671603,"Lesbians Biography Comic books strips etc",3671603,"Red rock baby candy",acbk,306.7663
3672481,"Lesbians United States Biography",3672481,"Indomable deja de complacer empieza a vivir",acbk,306.893
3672509,"Lesbians Fiction",NULL,NULL,NULL,NULL
3672618,"Transgender women Fiction",3672618,"Gifting fire",acbk,
3672626,"Gay clergy United States Biography",3672626,"secret gospel of Mark a poets memoir",acbk,811.6
3672752,"Transgender people Fiction",3672752,"Crosshairs a novel",acbk,
3672756,"Gay fiction",3672756,"Elegy for the undead a novella",acbk,
3672756,"Gay men Conduct of life Fiction",3672756,"Elegy for the undead a novella",acbk,
3673426,"Bisexual fiction",3673426,"Cool for the summer",acbk,
3673426,"Bisexual teenagers Fiction",3673426,"Cool for the summer",acbk,
3673426,"Bisexuality Fiction",3673426,"Cool for the summer",acbk,
3673432,"Gay fiction",3673432,"Meet cute diary",acbk,
3673432,"Gays Fiction",3673432,"Meet cute diary",acbk,
3673432,"Gays Juvenile fiction",3673432,"Meet cute diary",acbk,
3673432,"Transgender fiction",3673432,"Meet cute diary",acbk,
3673432,"Transgender people Fiction",3673432,"Meet cute diary",acbk,
3673432,"Transgender people Juvenile fiction",3673432,"Meet cute diary",acbk,
3673444,"Gay comics",3673444,"Given Volume 3",acbk,741.5952
3673444,"Gay men Japan Comic books strips etc",3673444,"Given Volume 3",acbk,741.5952
3673445,"Gay comics",3673445,"Given Volume 1",acbk,741.5952
3673445,"Gay men Japan Comic books strips etc",3673445,"Given Volume 1",acbk,741.5952
3673518,"Transgender people",3673518,"In their shoes navigating non binary life",acbk,306.768
3673520,Bisexuals,3673520,"Sweeter voices still an LGBTQ anthology from Middle America",acbk,306.766
3673520,Gays,3673520,"Sweeter voices still an LGBTQ anthology from Middle America",acbk,306.766
3673520,Lesbians,3673520,"Sweeter voices still an LGBTQ anthology from Middle America",acbk,306.766
3673520,"Transgender people",3673520,"Sweeter voices still an LGBTQ anthology from Middle America",acbk,306.766
3673550,"Transgender children Drama",3673550,Cowboys,acdvd,
3673580,"Lesbians United States Anecdotes",3673580,"2000s made me gay essays on pop culture",acbk,306.7663
3673598,Gays,3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673598,"Gays Europe History",3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673598,"Gays United States History",3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673598,Homosexuality,3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673598,"Homosexuality Europe History",3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673598,"Homosexuality United States History",3673598,"Strangers homosexual love in the nineteenth century",acbk,306.766
3673715,"Gay photographers Fiction",3673715,"blade between a novel",acbk,
3673767,"Gay fiction",3673767,"After Elias a novel",acbk,
3673767,"Gays Fiction",3673767,"After Elias a novel",acbk,
3673842,"Lesbian fiction",3673842,"Skye falling a novel",acbk,
3673842,"Lesbians Fiction",3673842,"Skye falling a novel",acbk,
3674498,"Transgender men Fiction",3674498,"Cape doctor a novel",acbk,
