distinct_bib,title,deweyClass,itemtype,bibNumber,subject
3388538,"Semi queer inside the world of gay trans and black truck drivers",306.76609,acbk,3388538,"Transgender people United States"
3388538,"Semi queer inside the world of gay trans and black truck drivers",306.76609,acbk,3388538,"Truck drivers United States"
3388538,"Semi queer inside the world of gay trans and black truck drivers",306.76609,acbk,3388538,"Trucking United States Social conditions"
3388538,"Semi queer inside the world of gay trans and black truck drivers",306.76609,acbk,3388538,"Women truck drivers United States"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Gender nonconforming people Intellectual life"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Gender nonconforming people Philosophy"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Gender nonconforming people Spiritual life"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Gender nonconformity"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,Magic
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Sexual minorities Identity"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Sexual minorities Intellectual life"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Sexual minorities Spiritual life"
3388678,"Queer magic power beyond boundaries",306.768,acbk,3388678,"Sexual minorities writings American"
3389188,"ILLM Shakesqueer a queer companion to the complete works of Shakespeare",,dcillb,3389188,
3389440,"queer God",261.83576,acbk,3389440,"Homosexuality Religious aspects Christianity"
3389440,"queer God",261.83576,acbk,3389440,"Liberation theology"
3394677,"ILLM Queer places retracing the steps of LGBTQ people around the world Volume 1 USA",,dcillb,3394677,
3399942,"Pray the gay away",306.7662,acbk,3399942,"Children of immigrants United States"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Gay men Family relationships United States"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Iraq Religion"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Mothers and sons United States"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Twins Biography"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Zakar Michael"
3399942,"Pray the gay away",306.7662,acbk,3399942,"Zakar Zach"
3401077,"Transgender employees in the workplace a guide for employers",658.30086,acbk,3401077,"Personnel management"
3401077,"Transgender employees in the workplace a guide for employers",658.30086,acbk,3401077,"Transgender people Employment"
3402359,"Cooking in color vibrant plant forward recipes from the Food Gays",641.3,acbk,3402359,Cookbooks
3402359,"Cooking in color vibrant plant forward recipes from the Food Gays",641.3,acbk,3402359,Cooking
3402359,"Cooking in color vibrant plant forward recipes from the Food Gays",641.3,acbk,3402359,"Food presentation"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Gays Identity"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Gender nonconformity"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Resilience Personality trait"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Self esteem"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Sexual orientation"
3402381,"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76,acbk,3402381,"Transgender people Identity"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Exhibition catalogs"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Gender nonconforming people Interviews Exhibitions"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Gender nonconforming people Portraits Exhibitions"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Photography Artistic Exhibitions"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Transgender people Interviews Exhibitions"
3402387,"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092,acbk,3402387,"Transgender people Portraits Exhibitions"
3402401,"Black queer hoe",811.6,acbk,3402401,"African American women Poetry"
3402401,"Black queer hoe",811.6,acbk,3402401,"American poetry"
3402401,"Black queer hoe",811.6,acbk,3402401,"American poetry 21st century Women authors"
3402401,"Black queer hoe",811.6,acbk,3402401,"American poetry African American authors"
3402401,"Black queer hoe",811.6,acbk,3402401,"Gender identity Poetry"
3402401,"Black queer hoe",811.6,acbk,3402401,Poetry
3402401,"Black queer hoe",811.6,acbk,3402401,"Queer theory Poetry"
3402401,"Black queer hoe",811.6,acbk,3402401,"Sexual rights Poetry"
3402401,"Black queer hoe",811.6,acbk,3402401,"Short stories"
3402909,"Queer eye love yourself love your life",155.2,acbk,3402909,"Conduct of life"
3402909,"Queer eye love yourself love your life",155.2,acbk,3402909,"Self acceptance"
3402909,"Queer eye love yourself love your life",155.2,acbk,3402909,"Self esteem"
3405874,"Histories of the transgender child",306.76808,acbk,3405874,"Gender nonconformity United States History"
3405874,"Histories of the transgender child",306.76808,acbk,3405874,"Transgender children United States History"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Bisexuals United States Juvenile literature"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Coming out Sexual orientation United States Juvenile literature"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Gay teenagers United States Juvenile literature"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Homosexuality United States Juvenile literature"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Lesbian teenagers United States Juvenile literature"
3406635,"LGBTQ the survival guide for lesbian gay bisexual transgender and questioning teens",306.766,acbk,3406635,"Transgender people United States Juvenile literature"
3407062,"autobiography of a transgender scientist",612.8092,acbk,3407062,"Barres Ben"
3407062,"autobiography of a transgender scientist",612.8092,acbk,3407062,"Barres Ben 1954 2017"
3407062,"autobiography of a transgender scientist",612.8092,acbk,3407062,"Neurobiologists United States Biography"
3407062,"autobiography of a transgender scientist",612.8092,acbk,3407062,"Transgender people United States Biography"
3407075,"history of bisexuality",306.765,acbk,3407075,Bisexuality
3407075,"history of bisexuality",306.765,acbk,3407075,Heterosexuality
3407075,"history of bisexuality",306.765,acbk,3407075,Homosexuality
3410018,"Tam biet cÃƒÂ  rot vÃƒÂ  cÃƒÂ¢y gay nghe thuat xÃƒÂ¢y dung van hÃƒÂ³a doanh nghiep theo mÃƒÂ´ hÃƒÂ¬nh RESPECT",658.314,acbk,3410018,"Employee motivation"
3410018,"Tam biet cÃƒÂ  rot vÃƒÂ  cÃƒÂ¢y gay nghe thuat xÃƒÂ¢y dung van hÃƒÂ³a doanh nghiep theo mÃƒÂ´ hÃƒÂ¬nh RESPECT",658.314,acbk,3410018,"Employees Attitudes"
3410018,"Tam biet cÃƒÂ  rot vÃƒÂ  cÃƒÂ¢y gay nghe thuat xÃƒÂ¢y dung van hÃƒÂ³a doanh nghiep theo mÃƒÂ´ hÃƒÂ¬nh RESPECT",658.314,acbk,3410018,"Organizational commitment"
3410354,"Growing up queer kids and the remaking of LGBTQ identity",306.76083,acbk,3410354,"Gay youth United States"
3410354,"Growing up queer kids and the remaking of LGBTQ identity",306.76083,acbk,3410354,"Gays Identity"
3410354,"Growing up queer kids and the remaking of LGBTQ identity",306.76083,acbk,3410354,"Sexual minorities Identity"
3410354,"Growing up queer kids and the remaking of LGBTQ identity",306.76083,acbk,3410354,"Sexual minority youth United States"
3410754,"Real queer America LGBT stories from red states",306.76609,acbk,3410754,"Allen Samantha Journalist Travel Middle West"
3410754,"Real queer America LGBT stories from red states",306.76609,acbk,3410754,"Allen Samantha Travel Middle West"
3410754,"Real queer America LGBT stories from red states",306.76609,acbk,3410754,"Gay culture Middle West"
3410754,"Real queer America LGBT stories from red states",306.76609,acbk,3410754,"Gay men Middle West"
3410754,"Real queer America LGBT stories from red states",306.76609,acbk,3410754,"Lesbians Middle West"
3419414,"Queer as a five dollar bill what if you knew a secret from history that could change the world",,acbk,3419414,"Bullying Fiction"
3419414,"Queer as a five dollar bill what if you knew a secret from history that could change the world",,acbk,3419414,"Coming out Sexual orientation Fiction"
3419414,"Queer as a five dollar bill what if you knew a secret from history that could change the world",,acbk,3419414,"Gay teenagers Fiction"
3419414,"Queer as a five dollar bill what if you knew a secret from history that could change the world",,acbk,3419414,"Lincoln Abraham 1809 1865 Fiction"
3419414,"Queer as a five dollar bill what if you knew a secret from history that could change the world",,acbk,3419414,"Young adult fiction"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,Autobiographies
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Cerebral palsied United States Biography"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Clare Eli"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,Essays
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Gender identity"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Political activists United States Biography"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Sexual minorities with disabilities United States Biography"
3419725,"Exile and pride disability queerness and liberation",306.76809,acbk,3419725,"Transgender people United States Biography"
3420068,"Kumori tokidoki kagayaku",158,acbk,3420068,"Conduct of life"
3420068,"Kumori tokidoki kagayaku",158,acbk,3420068,"Japanese essays"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,Biographies
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Christian life"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Ex gays Biography"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Gender identity Religious aspects Christianity"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Homosexuality Religious aspects Christianity"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Perry Jackie Hill"
3420367,"Gay girl good God the story of who I was and who God has always been",248.843,acbk,3420367,"Perry Jackie Hill 1989"
3421338,"Transcendent 3 the years best transgender speculative fiction",,acbk,3421338,"Fantasy fiction"
3421338,"Transcendent 3 the years best transgender speculative fiction",,acbk,3421338,"Science fiction"
3421338,"Transcendent 3 the years best transgender speculative fiction",,acbk,3421338,"Short stories"
3423934,"gay rights movement",323.3264,jcbk,3423934,"Gay liberation movement United States History Juvenile literature"
3423934,"gay rights movement",323.3264,jcbk,3423934,"Gay rights United States History Juvenile literature"
3424339,"best lesbian erotica of the year Volume three",,acbk,3424339,"Erotic fiction"
3424339,"best lesbian erotica of the year Volume three",,acbk,3424339,"Lesbians Fiction"
3424339,"best lesbian erotica of the year Volume three",,acbk,3424339,"Short stories"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,Autobiographies
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Autobiographies United States"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Creative nonfiction American"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Lesbians United States Biography"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Lesbians United States Fiction"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Lesbians writings American"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Short stories"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"Short stories American"
3425635,"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992,acbk,3425635,"United States Biography"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Bible Transgender interpretations"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Gender identity in the Bible"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Gender nonconformity Religious aspects Judaism"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"God Judaism Attributes"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"God Judaism Knowableness"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Jewish transgender people Religious life United States"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Ladin Joy 1961"
3425790,"soul of the stranger reading God and Torah from a transgender perspective",296.30867,acbk,3425790,"Transgender people Religious life United States"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"African American lesbians Political activity United States 21st century"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"African American women Political activity United States 21st century"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"African Americans Civil rights"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"Black lives matter movement United States"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"Black power United States"
3430834,"Unapologetic a Black queer and feminist mandate for radical movements",305.48896,accd,3430834,"Feminism United States 21st century"
3431178,"Kokochii wagaya no tsukurikata 1 Interia no kihon",747,acbk,3431178,Furniture
3431178,"Kokochii wagaya no tsukurikata 1 Interia no kihon",747,acbk,3431178,"Interior decoration"
3431757,"Queercore how to punk a revolution",306.766,acdvd,3431757,"Documentary films"
3431757,"Queercore how to punk a revolution",306.766,acdvd,3431757,"Gay culture"
3431757,"Queercore how to punk a revolution",306.766,acdvd,3431757,"Punk culture"
3431757,"Queercore how to punk a revolution",306.766,acdvd,3431757,"Video recordings for the hearing impaired"
3433583,"Rashomon Hana Imogayu",895.6344,acbk,3433583,"Japanese fiction"
3433583,"Rashomon Hana Imogayu",895.6344,acbk,3433583,"Short stories Japanese"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Bodybuilding United States Periodicals History"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Gay business enterprises United States History"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Gay consumers United States History"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Gay erotica United States History"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Gay men United States History"
3433838,"Buying gay how physique entrepreneurs sparked a movement",306.7662,acbk,3433838,"Gay rights United States History"
3435723,"Becoming dangerous witchy femmes queer conjurers and magical rebels",299.94,acbk,3435723,"Control Psychology"
3435723,"Becoming dangerous witchy femmes queer conjurers and magical rebels",299.94,acbk,3435723,Ritual
3436074,"When Brooklyn was queer",306.76097,acbk,3436074,"Brooklyn New York N Y History 19th century"
3436074,"When Brooklyn was queer",306.76097,acbk,3436074,"Brooklyn New York N Y History 20th century"
3436074,"When Brooklyn was queer",306.76097,acbk,3436074,"Sexual minorities New York State New York History"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Childrens writings"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Childrens writings American"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"First day of school Juvenile fiction"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Gender identity Juvenile fiction"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Gender identity Juvenile literature"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Schools Juvenile fiction"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Transgender people Juvenile fiction"
3437279,"Phoenix goes to school a story to support transgender and gender diverse children",306.768,jcbk,3437279,"Transgender people Juvenile literature"
3437579,"In the closet of The Vatican power homosexuality hypocrisy",282.0905,acbk,3437579,"Catholic Church Controversial literature"
3437579,"In the closet of The Vatican power homosexuality hypocrisy",282.0905,acbk,3437579,"Homosexuality Religious aspects"
3437579,"In the closet of The Vatican power homosexuality hypocrisy",282.0905,acbk,3437579,"Homosexuality Religious aspects Catholic Church"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Authors Canadian Biography"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Bociurkiw Marusya 1958"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Bociurkiw Marusya 1958 Family"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Lesbian authors Canada Biography"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Mothers and daughters Canada Biography"
3440358,"Food was her country the memoir of a queer daughter",818.5409,acbk,3440358,"Motion picture producers and directors Canada Biography"
3440719,"ILLM Monsters in the closet homosexuality and the horror film",,dcillb,3440719,
3444821,"Collective rage a play in 5 Betties in essence a queer and occasionally hazardous exploration do you remember when you were in middle school and you read about Shackleton and how he explored the Antarctic Imagine the Antarctic as a pussy and",812.6,acbk,3444821,"New York N Y Drama"
3444821,"Collective rage a play in 5 Betties in essence a queer and occasionally hazardous exploration do you remember when you were in middle school and you read about Shackleton and how he explored the Antarctic Imagine the Antarctic as a pussy and",812.6,acbk,3444821,"Women Drama"
3444844,"Q2Q queer Canadian performance texts",812.60803,acbk,3444844,"Canadian drama Minority authors 21st century"
3444844,"Q2Q queer Canadian performance texts",812.60803,acbk,3444844,"Homosexuality Drama"
3444844,"Q2Q queer Canadian performance texts",812.60803,acbk,3444844,"Sexual minorities Drama"
3444880,"Black Queer Southern Women an oral history",306.7663,acbk,3444880,"African American lesbians Southern States Biography"
3444880,"Black Queer Southern Women an oral history",306.7663,acbk,3444880,"African American lesbians Southern States History 20th century"
3444880,"Black Queer Southern Women an oral history",306.7663,acbk,3444880,"African American lesbians Southern States History 21st century"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"AIDS activists Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Blacks Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Calypso Music Social aspects Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Carnival Social aspects Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Gays in popular culture Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Gays Trinidad and Tobago"
3444889,"Erotic islands art and activism in the queer Caribbean",306.76609,acbk,3444889,"Trinidad and Tobago Social life and customs"
3444892,"Gay Inc the nonprofitization of queer politics",362.89645,acbk,3444892,"Gay liberation movement Middle West"
3444892,"Gay Inc the nonprofitization of queer politics",362.89645,acbk,3444892,"Neoliberalism Middle West"
3444892,"Gay Inc the nonprofitization of queer politics",362.89645,acbk,3444892,"Nonprofit organizations Middle West"
3446908,"lesbian South southern feminists the women in print movement and the queer literary canon",810.99206,acbk,3446908,"American literature Southern States History and criticism"
3446908,"lesbian South southern feminists the women in print movement and the queer literary canon",810.99206,acbk,3446908,"Feminism and literature Southern States"
3446908,"lesbian South southern feminists the women in print movement and the queer literary canon",810.99206,acbk,3446908,"Lesbian authors Southern States"
3446908,"lesbian South southern feminists the women in print movement and the queer literary canon",810.99206,acbk,3446908,"Lesbians Southern States Social life and customs"
3447428,"Gender queer a memoir",306.766,acbk,3447428,"Asexuality Sexual orientation Comic books strips etc"
3447428,"Gender queer a memoir",306.766,acbk,3447428,"Gender identity Comic books strips etc"
3447428,"Gender queer a memoir",306.766,acbk,3447428,"Graphic novels"
3447428,"Gender queer a memoir",306.766,acbk,3447428,"Kobabe Maia"
3447428,"Gender queer a memoir",306.766,acbk,3447428,"Nonfiction comics"
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,Autobiographies
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,"Gender nonconformity Biography"
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,"Gigi Gorgeous 1992"
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,Humor
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,"Transgender people Biography"
3449920,"He said she said lessons stories and mistakes from my transgender journey",,acbk,3449920,"Transgender women Biography"
3451419,"We have always been here a queer Muslim memoir",306.7663,acbk,3451419,Autobiographies
3451419,"We have always been here a queer Muslim memoir",306.7663,acbk,3451419,"Habib Samra"
3451419,"We have always been here a queer Muslim memoir",306.7663,acbk,3451419,"Muslim lesbians Canada Biography"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,Autobiographies
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,"Gender nonconformity"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,"Jennings Jazz"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,"Transgender people Identity"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,"Transgender people United States Biography"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,"Transgender youth United States Biography"
3452745,"Being Jazz my life as a transgender teen",306.76809,acbk,3452745,Transsexualism
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Educational comics"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Gender identity Comic books strips etc"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Genderqueer comics"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Graphic novels"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Nonfiction comics"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Sexual minority community Comic books strips etc"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Transgender comics"
3452795,"quick easy guide to queer trans identities",306.76,acbk,3452795,"Transgender people Comic books strips etc"
3452801,"Yay Youre gay Now what a gay boys guide to life",306.766,acbk,3452801,"Gays Juvenile literature"
3452801,"Yay Youre gay Now what a gay boys guide to life",306.766,acbk,3452801,"Homosexuality Juvenile literature"
3452801,"Yay Youre gay Now what a gay boys guide to life",306.766,acbk,3452801,"Young gay men Juvenile literature"
3452801,"Yay Youre gay Now what a gay boys guide to life",306.766,acbk,3452801,"Young men Life skills guides Juvenile literature"
3453408,"We are everywhere protest power and pride in the history of queer liberation",306.76609,acbk,3453408,"Gays United States History"
3453408,"We are everywhere protest power and pride in the history of queer liberation",306.76609,acbk,3453408,"Gays United States Pictorial works"
3454228,"Out in time the public lives of gay men from Stonewall to the queer generation",306.7662,acbk,3454228,"Coming out Sexual orientation United States"
3454228,"Out in time the public lives of gay men from Stonewall to the queer generation",306.7662,acbk,3454228,"Gay men United States"
3454228,"Out in time the public lives of gay men from Stonewall to the queer generation",306.7662,acbk,3454228,"Gays United States Identity"
3454228,"Out in time the public lives of gay men from Stonewall to the queer generation",306.7662,acbk,3454228,"SOCIAL SCIENCE Gay Studies"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Commercial photography United States History 20th century"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Fashion photography United States History 20th century"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Femininity in popular culture United States History 20th century"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Models Persons United States"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Photography of women Social aspects United States"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Queer theory"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Sex in advertising United States History 20th century"
3454238,"Work a queer history of modeling",779.24,acbk,3454238,"Women in popular culture United States History 20th century"
3455133,"ILLM Disturbing attachments Genet modern pederasty and queer history",,dcillb,3455133,
3455635,"Out of the shadows reimagining gay mens lives",306.7662,acbk,3455635,"Gay men Identity"
3455635,"Out of the shadows reimagining gay mens lives",306.7662,acbk,3455635,"Gay men United States"
3456074,"Queer heroes",306.76092,jcbk,3456074,Biographies
3456074,"Queer heroes",306.76092,jcbk,3456074,"Bisexuals Biography Juvenile literature"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Gay men Biography Juvenile literature"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Gays Biography Juvenile literature"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Lesbians Biography Juvenile literature"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Picture books"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Sexual minorities"
3456074,"Queer heroes",306.76092,jcbk,3456074,"Sexual minorities Biography Juvenile literature"
3458093,"Queering the tarot",133.32424,acbk,3458093,"Sexual minorities Miscellanea"
3458093,"Queering the tarot",133.32424,acbk,3458093,Tarot
3458827,"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538,acbk,3458827,"Homosexuality and art History"
3458827,"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538,acbk,3458827,"Sexual minorities History"
3458827,"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538,acbk,3458827,"Sexual minorities in art History"
3458827,"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538,acbk,3458827,"Signs and symbols History"
3458827,"Queer X design 50 years of signs symbols banners logos and graphic art of LGBTQ",700.4538,acbk,3458827,"Universal design History"
3458828,"QT The queeriodic table a celebration of LGBTQ culture",306.7602,acbk,3458828,"Gay culture"
3458828,"QT The queeriodic table a celebration of LGBTQ culture",306.7602,acbk,3458828,"Sexual minorities"
3458828,"The queeriodic table a celebration of LGBTQ culture",306.7602,acbk,3458828,"Gay culture"
3458828,"The queeriodic table a celebration of LGBTQ culture",306.7602,acbk,3458828,"Sexual minorities"
3459170,"And then I got fired one transqueers reflections on grief unemployment inappropriate jokes about death",811.6,acbk,3459170,"African American transgender people Poetry"
3459170,"And then I got fired one transqueers reflections on grief unemployment inappropriate jokes about death",811.6,acbk,3459170,"Grief Poetry"
3459921,"Gay rights and the Mormon Church intended actions unintended consequences",261.7,acbk,3459921,"Church of Jesus Christ of Latter day Saints"
3459921,"Gay rights and the Mormon Church intended actions unintended consequences",261.7,acbk,3459921,"Gay rights Religious aspects Mormon Church"
3459921,"Gay rights and the Mormon Church intended actions unintended consequences",261.7,acbk,3459921,"Homosexuality Religious aspects Mormon Church"
3459921,"Gay rights and the Mormon Church intended actions unintended consequences",261.7,acbk,3459921,"Mormon Church Doctrines"
3459921,"Gay rights and the Mormon Church intended actions unintended consequences",261.7,acbk,3459921,"Mormon gays"
3461866,"queer history of the United States for young people",306.76609,acbk,3461866,"Gays United States History Juvenile literature"
3461866,"queer history of the United States for young people",306.76609,acbk,3461866,"Homosexuality United States History Juvenile literature"
3461866,"queer history of the United States for young people",306.76609,acbk,3461866,"Homosexuality United States Miscellanea Juvenile literature"
3461866,"queer history of the United States for young people",306.76609,acbk,3461866,"Sexual minorities United States History Juvenile literature"
3464322,"Uncomfortable labels my life as a gay autistic trans woman",306.768,acbk,3464322,"Autistic people Biography"
3464322,"Uncomfortable labels my life as a gay autistic trans woman",306.768,acbk,3464322,Autobiographies
3464322,"Uncomfortable labels my life as a gay autistic trans woman",306.768,acbk,3464322,"Dale Laura Kate"
3464322,"Uncomfortable labels my life as a gay autistic trans woman",306.768,acbk,3464322,"Gays Biography"
3464322,"Uncomfortable labels my life as a gay autistic trans woman",306.768,acbk,3464322,"Sexual minorities Identity"
